분류번호,위험물유형,수집날짜,위도,경도,노드링크,시작노드,끝노드,도로명주소,데이터기준일자
SAMPLE-00211,도로파임,2025-02-18,37.425246,126.916596,LINK026,N015,N062,경기도 안양시 경수대로 79,2025-12-31
SAMPLE-00212,포트홀,2025-07-01,37.384907,126.946038,LINK030,N014,N069,경기도 안양시 만안로 183,2025-12-31
SAMPLE-00213,종방향 균열,2025-01-25,37.393493,126.955702,LINK004,N022,N041,경기도 안양시 안양로 30,2025-12-31
SAMPLE-00214,포트홀,2025-08-08,37.436434,126.946565,LINK011,N060,N070,경기도 안양시 경수대로 143,2025-12-31
SAMPLE-00215,포트홀,2025-11-06,37.426373,126.949197,LINK019,N008,N039,경기도 안양시 만안로 113,2025-12-31
SAMPLE-00216,종방향 균열,2025-10-15,37.395201,126.955967,LINK030,N062,N026,경기도 안양시 안양로 257,2025-12-31
SAMPLE-00217,포트홀,2025-02-07,37.406736,126.975073,LINK007,N055,N075,경기도 안양시 시민대로 202,2025-12-31
SAMPLE-00218,횡방향 균열,2025-08-27,37.4289,126.970962,LINK031,N011,N043,경기도 안양시 만안로 191,2025-12-31
SAMPLE-00219,종방향 균열,2025-09-15,37.403542,126.9234,LINK030,N069,N010,경기도 안양시 안양로 237,2025-12-31
SAMPLE-00220,포트홀,2025-12-09,37.408844,126.900285,LINK026,N072,N020,경기도 안양시 만안로 217,2025-12-31
SAMPLE-00221,도로파임,2025-09-08,37.405888,126.943238,LINK018,N011,N075,경기도 안양시 학의로 209,2025-12-31
SAMPLE-00222,종방향 균열,2025-03-22,37.401563,126.922656,LINK001,N080,N019,경기도 안양시 경수대로 174,2025-12-31
SAMPLE-00223,포트홀,2025-09-11,37.421747,126.928181,LINK027,N060,N007,경기도 안양시 흥안대로 72,2025-12-31
SAMPLE-00224,도로파임,2025-07-25,37.413807,126.97086,LINK016,N027,N023,경기도 안양시 시민대로 188,2025-12-31
SAMPLE-00225,거북등 균열,2025-10-11,37.39347,126.956342,LINK018,N045,N061,경기도 안양시 흥안대로 39,2025-12-31
SAMPLE-00226,종방향 균열,2025-02-24,37.363668,126.90243,LINK030,N060,N033,경기도 안양시 경수대로 266,2025-12-31
SAMPLE-00227,포트홀,2025-05-23,37.38096,126.969199,LINK028,N047,N075,경기도 안양시 흥안대로 67,2025-12-31
SAMPLE-00228,거북등 균열,2025-07-28,37.381697,126.935777,LINK009,N024,N052,경기도 안양시 안양로 211,2025-12-31
SAMPLE-00229,거북등 균열,2025-03-24,37.389429,126.92905,LINK001,N009,N020,경기도 안양시 관악대로 300,2025-12-31
SAMPLE-00230,횡방향 균열,2025-09-05,37.400656,126.945973,LINK033,N033,N056,경기도 안양시 관악대로 135,2025-12-31
SAMPLE-00231,거북등 균열,2025-03-07,37.384426,126.93363,LINK039,N002,N004,경기도 안양시 시민대로 229,2025-12-31
SAMPLE-00232,거북등 균열,2025-11-07,37.372883,126.939372,LINK039,N007,N018,경기도 안양시 흥안대로 21,2025-12-31
SAMPLE-00233,포트홀,2025-03-04,37.394568,126.969179,LINK004,N036,N065,경기도 안양시 시민대로 236,2025-12-31
SAMPLE-00234,도로파임,2025-04-01,37.402529,126.922258,LINK007,N012,N005,경기도 안양시 안양로 82,2025-12-31
SAMPLE-00235,횡방향 균열,2025-11-17,37.401167,126.978493,LINK002,N049,N043,경기도 안양시 시민대로 205,2025-12-31
SAMPLE-00236,도로파임,2025-04-09,37.394585,126.91445,LINK039,N046,N030,경기도 안양시 안양로 239,2025-12-31
SAMPLE-00237,종방향 균열,2025-03-17,37.39571,126.956172,LINK014,N019,N062,경기도 안양시 만안로 235,2025-12-31
SAMPLE-00238,종방향 균열,2025-09-08,37.438003,126.951287,LINK002,N043,N017,경기도 안양시 안양로 272,2025-12-31
SAMPLE-00239,거북등 균열,2025-10-22,37.403396,126.900798,LINK023,N026,N080,경기도 안양시 시민대로 140,2025-12-31
SAMPLE-00240,횡방향 균열,2025-09-25,37.383968,126.934403,LINK012,N034,N006,경기도 안양시 만안로 101,2025-12-31
SAMPLE-00241,도로파임,2025-10-27,37.435522,126.978891,LINK034,N003,N014,경기도 안양시 시민대로 262,2025-12-31
SAMPLE-00242,포트홀,2025-10-21,37.402476,126.967419,LINK007,N017,N062,경기도 안양시 학의로 270,2025-12-31
SAMPLE-00243,포트홀,2025-12-14,37.393941,126.958047,LINK003,N071,N019,경기도 안양시 안양로 187,2025-12-31
SAMPLE-00244,거북등 균열,2025-04-09,37.429324,126.928523,LINK028,N043,N019,경기도 안양시 학의로 269,2025-12-31
SAMPLE-00245,종방향 균열,2025-06-13,37.405853,126.940727,LINK022,N032,N019,경기도 안양시 만안로 151,2025-12-31
SAMPLE-00246,횡방향 균열,2025-06-10,37.393537,126.957391,LINK004,N065,N027,경기도 안양시 경수대로 181,2025-12-31
SAMPLE-00247,거북등 균열,2025-02-10,37.420005,126.915052,LINK029,N010,N070,경기도 안양시 흥안대로 261,2025-12-31
SAMPLE-00248,도로파임,2025-01-07,37.41968,126.966659,LINK040,N058,N026,경기도 안양시 학의로 243,2025-12-31
SAMPLE-00249,포트홀,2025-10-10,37.382655,126.934014,LINK026,N051,N027,경기도 안양시 흥안대로 128,2025-12-31
SAMPLE-00250,도로파임,2025-09-06,37.362546,126.915534,LINK030,N017,N074,경기도 안양시 시민대로 107,2025-12-31
SAMPLE-00251,도로파임,2025-11-04,37.41942,126.927712,LINK013,N029,N058,경기도 안양시 안양로 37,2025-12-31
SAMPLE-00252,도로파임,2025-04-24,37.394196,126.958251,LINK004,N016,N070,경기도 안양시 안양로 17,2025-12-31
SAMPLE-00253,거북등 균열,2025-11-16,37.386776,126.90785,LINK010,N060,N036,경기도 안양시 안양로 34,2025-12-31
SAMPLE-00254,종방향 균열,2025-12-08,37.390004,126.97386,LINK025,N070,N049,경기도 안양시 안양로 49,2025-12-31
SAMPLE-00255,거북등 균열,2025-01-17,37.403541,126.923911,LINK034,N070,N026,경기도 안양시 시민대로 106,2025-12-31
SAMPLE-00256,포트홀,2025-07-15,37.381503,126.933778,LINK034,N040,N019,경기도 안양시 흥안대로 29,2025-12-31
SAMPLE-00257,거북등 균열,2025-06-14,37.414296,126.945291,LINK014,N064,N044,경기도 안양시 흥안대로 258,2025-12-31
SAMPLE-00258,횡방향 균열,2025-11-11,37.403922,126.923514,LINK030,N051,N062,경기도 안양시 학의로 234,2025-12-31
SAMPLE-00259,도로파임,2025-02-21,37.362921,126.949253,LINK035,N033,N064,경기도 안양시 안양로 175,2025-12-31
SAMPLE-00260,포트홀,2025-07-28,37.433549,126.975122,LINK007,N073,N074,경기도 안양시 경수대로 37,2025-12-31
SAMPLE-00261,횡방향 균열,2025-12-05,37.384232,126.933742,LINK033,N033,N005,경기도 안양시 흥안대로 269,2025-12-31
SAMPLE-00262,횡방향 균열,2025-10-05,37.373168,126.950552,LINK001,N019,N004,경기도 안양시 만안로 152,2025-12-31
SAMPLE-00263,거북등 균열,2025-05-16,37.391937,126.929207,LINK010,N005,N070,경기도 안양시 경수대로 35,2025-12-31
SAMPLE-00264,포트홀,2025-09-23,37.404416,126.924302,LINK019,N018,N017,경기도 안양시 흥안대로 182,2025-12-31
SAMPLE-00265,포트홀,2025-07-21,37.415755,126.9155,LINK012,N042,N070,경기도 안양시 경수대로 104,2025-12-31
SAMPLE-00266,종방향 균열,2025-06-26,37.380142,126.938655,LINK015,N076,N053,경기도 안양시 흥안대로 73,2025-12-31
SAMPLE-00267,거북등 균열,2025-10-17,37.402755,126.924118,LINK014,N049,N057,경기도 안양시 만안로 181,2025-12-31
SAMPLE-00268,거북등 균열,2025-08-01,37.395613,126.908001,LINK021,N025,N080,경기도 안양시 시민대로 98,2025-12-31
SAMPLE-00269,포트홀,2025-07-18,37.412981,126.967027,LINK017,N006,N070,경기도 안양시 경수대로 42,2025-12-31
SAMPLE-00270,종방향 균열,2025-10-17,37.383236,126.933984,LINK038,N066,N034,경기도 안양시 경수대로 191,2025-12-31
SAMPLE-00271,종방향 균열,2025-10-09,37.426102,126.903606,LINK016,N078,N045,경기도 안양시 경수대로 88,2025-12-31
SAMPLE-00272,포트홀,2025-06-09,37.394541,126.91669,LINK007,N026,N020,경기도 안양시 흥안대로 48,2025-12-31
SAMPLE-00273,거북등 균열,2025-11-15,37.402888,126.922558,LINK013,N067,N061,경기도 안양시 학의로 198,2025-12-31
SAMPLE-00274,거북등 균열,2025-01-18,37.382224,126.912146,LINK018,N034,N048,경기도 안양시 관악대로 244,2025-12-31
SAMPLE-00275,도로파임,2025-06-14,37.417236,126.941244,LINK014,N072,N060,경기도 안양시 시민대로 60,2025-12-31
SAMPLE-00276,도로파임,2025-04-25,37.395055,126.955741,LINK020,N049,N076,경기도 안양시 만안로 7,2025-12-31
SAMPLE-00277,종방향 균열,2025-09-21,37.415315,126.936434,LINK013,N020,N054,경기도 안양시 흥안대로 244,2025-12-31
SAMPLE-00278,거북등 균열,2025-04-19,37.403759,126.948288,LINK004,N041,N036,경기도 안양시 학의로 280,2025-12-31
SAMPLE-00279,포트홀,2025-02-27,37.392891,126.957196,LINK030,N021,N001,경기도 안양시 관악대로 178,2025-12-31
SAMPLE-00280,거북등 균열,2025-09-04,37.38344,126.955811,LINK012,N076,N052,경기도 안양시 학의로 112,2025-12-31
SAMPLE-00281,종방향 균열,2025-07-07,37.373679,126.95615,LINK015,N029,N049,경기도 안양시 시민대로 256,2025-12-31
SAMPLE-00282,포트홀,2025-04-09,37.393666,126.956456,LINK035,N025,N026,경기도 안양시 시민대로 208,2025-12-31
SAMPLE-00283,도로파임,2025-11-27,37.413415,126.905844,LINK014,N013,N064,경기도 안양시 시민대로 238,2025-12-31
SAMPLE-00284,도로파임,2025-06-16,37.361447,126.96795,LINK002,N023,N026,경기도 안양시 관악대로 62,2025-12-31
SAMPLE-00285,거북등 균열,2025-04-26,37.383007,126.936403,LINK037,N013,N051,경기도 안양시 만안로 117,2025-12-31
SAMPLE-00286,종방향 균열,2025-07-22,37.376247,126.906445,LINK040,N043,N039,경기도 안양시 시민대로 145,2025-12-31
SAMPLE-00287,포트홀,2025-09-08,37.401197,126.908798,LINK028,N066,N048,경기도 안양시 경수대로 234,2025-12-31
SAMPLE-00288,횡방향 균열,2025-02-10,37.384351,126.93647,LINK031,N049,N064,경기도 안양시 안양로 49,2025-12-31
SAMPLE-00289,횡방향 균열,2025-02-05,37.43787,126.901755,LINK039,N038,N026,경기도 안양시 관악대로 11,2025-12-31
SAMPLE-00290,도로파임,2025-09-16,37.366236,126.917789,LINK040,N004,N045,경기도 안양시 흥안대로 258,2025-12-31
SAMPLE-00291,포트홀,2025-01-04,37.382469,126.93487,LINK016,N025,N053,경기도 안양시 경수대로 233,2025-12-31
SAMPLE-00292,포트홀,2025-02-24,37.397416,126.906062,LINK013,N037,N010,경기도 안양시 경수대로 32,2025-12-31
SAMPLE-00293,포트홀,2025-10-16,37.371336,126.976054,LINK034,N078,N027,경기도 안양시 관악대로 101,2025-12-31
SAMPLE-00294,횡방향 균열,2025-04-20,37.384143,126.934325,LINK010,N030,N037,경기도 안양시 시민대로 189,2025-12-31
SAMPLE-00295,도로파임,2025-08-20,37.399056,126.960548,LINK037,N014,N051,경기도 안양시 흥안대로 96,2025-12-31
SAMPLE-00296,거북등 균열,2025-06-17,37.369398,126.925867,LINK034,N057,N041,경기도 안양시 관악대로 155,2025-12-31
SAMPLE-00297,종방향 균열,2025-03-14,37.383053,126.934605,LINK033,N080,N001,경기도 안양시 안양로 149,2025-12-31
SAMPLE-00298,횡방향 균열,2025-02-04,37.42406,126.891594,LINK035,N019,N010,경기도 안양시 흥안대로 234,2025-12-31
SAMPLE-00299,횡방향 균열,2025-09-11,37.361465,126.908056,LINK006,N040,N075,경기도 안양시 학의로 72,2025-12-31
SAMPLE-00300,포트홀,2025-06-10,37.382739,126.935917,LINK018,N078,N054,경기도 안양시 학의로 255,2025-12-31
SAMPLE-00301,횡방향 균열,2025-08-26,37.360614,126.93873,LINK020,N075,N015,경기도 안양시 경수대로 283,2025-12-31
SAMPLE-00302,종방향 균열,2025-01-05,37.387694,126.95187,LINK019,N018,N046,경기도 안양시 시민대로 246,2025-12-31
SAMPLE-00303,거북등 균열,2025-04-28,37.404114,126.923962,LINK036,N058,N009,경기도 안양시 경수대로 179,2025-12-31
SAMPLE-00304,도로파임,2025-02-08,37.423787,126.903415,LINK020,N017,N067,경기도 안양시 관악대로 267,2025-12-31
SAMPLE-00305,도로파임,2025-04-02,37.427494,126.893161,LINK002,N054,N008,경기도 안양시 흥안대로 114,2025-12-31
SAMPLE-00306,종방향 균열,2025-01-21,37.382877,126.934543,LINK019,N066,N022,경기도 안양시 흥안대로 205,2025-12-31
SAMPLE-00307,포트홀,2025-04-28,37.397013,126.979762,LINK015,N057,N059,경기도 안양시 만안로 113,2025-12-31
SAMPLE-00308,도로파임,2025-02-23,37.419014,126.977178,LINK029,N044,N009,경기도 안양시 경수대로 242,2025-12-31
SAMPLE-00309,거북등 균열,2025-03-27,37.402405,126.924441,LINK038,N017,N044,경기도 안양시 경수대로 12,2025-12-31
SAMPLE-00310,횡방향 균열,2025-01-16,37.430354,126.90925,LINK020,N007,N078,경기도 안양시 경수대로 39,2025-12-31
SAMPLE-00311,거북등 균열,2025-07-11,37.374284,126.93325,LINK003,N029,N050,경기도 안양시 흥안대로 161,2025-12-31
SAMPLE-00312,포트홀,2025-08-18,37.381921,126.934106,LINK023,N062,N077,경기도 안양시 만안로 47,2025-12-31
SAMPLE-00313,도로파임,2025-01-07,37.370277,126.964679,LINK024,N058,N009,경기도 안양시 만안로 239,2025-12-31
SAMPLE-00314,거북등 균열,2025-02-17,37.420493,126.961797,LINK020,N080,N035,경기도 안양시 흥안대로 260,2025-12-31
SAMPLE-00315,도로파임,2025-01-22,37.402495,126.922206,LINK025,N013,N023,경기도 안양시 만안로 107,2025-12-31
SAMPLE-00316,횡방향 균열,2025-02-02,37.420102,126.969518,LINK022,N006,N074,경기도 안양시 안양로 18,2025-12-31
SAMPLE-00317,횡방향 균열,2025-01-05,37.430459,126.907771,LINK025,N021,N064,경기도 안양시 안양로 198,2025-12-31
SAMPLE-00318,거북등 균열,2025-05-13,37.402138,126.923963,LINK013,N077,N004,경기도 안양시 안양로 245,2025-12-31
SAMPLE-00319,거북등 균열,2025-05-17,37.388813,126.914914,LINK018,N074,N047,경기도 안양시 흥안대로 231,2025-12-31
SAMPLE-00320,종방향 균열,2025-09-17,37.439068,126.915856,LINK035,N064,N015,경기도 안양시 만안로 170,2025-12-31
SAMPLE-00321,거북등 균열,2025-02-10,37.402713,126.92349,LINK002,N013,N056,경기도 안양시 안양로 286,2025-12-31
SAMPLE-00322,포트홀,2025-09-13,37.40118,126.903163,LINK010,N041,N034,경기도 안양시 시민대로 25,2025-12-31
SAMPLE-00323,포트홀,2025-08-17,37.360668,126.929831,LINK018,N044,N001,경기도 안양시 시민대로 42,2025-12-31
SAMPLE-00324,종방향 균열,2025-08-18,37.394031,126.955831,LINK002,N080,N035,경기도 안양시 시민대로 292,2025-12-31
SAMPLE-00325,포트홀,2025-08-17,37.373668,126.896432,LINK033,N067,N008,경기도 안양시 학의로 159,2025-12-31
SAMPLE-00326,도로파임,2025-10-06,37.370209,126.917252,LINK002,N013,N056,경기도 안양시 시민대로 51,2025-12-31
SAMPLE-00327,거북등 균열,2025-05-22,37.393713,126.956683,LINK027,N077,N047,경기도 안양시 만안로 217,2025-12-31
SAMPLE-00328,횡방향 균열,2025-09-27,37.368733,126.978603,LINK022,N071,N024,경기도 안양시 시민대로 207,2025-12-31
SAMPLE-00329,포트홀,2025-05-01,37.425263,126.972421,LINK001,N072,N022,경기도 안양시 관악대로 104,2025-12-31
SAMPLE-00330,종방향 균열,2025-05-11,37.383396,126.93411,LINK040,N018,N004,경기도 안양시 시민대로 193,2025-12-31
SAMPLE-00331,종방향 균열,2025-02-13,37.428125,126.967974,LINK032,N065,N017,경기도 안양시 흥안대로 181,2025-12-31
SAMPLE-00332,종방향 균열,2025-08-24,37.405837,126.962969,LINK038,N042,N002,경기도 안양시 경수대로 80,2025-12-31
SAMPLE-00333,포트홀,2025-07-01,37.393045,126.955541,LINK023,N036,N064,경기도 안양시 만안로 274,2025-12-31
SAMPLE-00334,거북등 균열,2025-06-15,37.400826,126.973458,LINK022,N073,N037,경기도 안양시 시민대로 196,2025-12-31
SAMPLE-00335,횡방향 균열,2025-04-24,37.38281,126.932597,LINK014,N073,N038,경기도 안양시 학의로 287,2025-12-31
SAMPLE-00336,거북등 균열,2025-09-03,37.394157,126.955611,LINK027,N024,N008,경기도 안양시 흥안대로 203,2025-12-31
SAMPLE-00337,횡방향 균열,2025-12-04,37.367824,126.892826,LINK010,N017,N016,경기도 안양시 관악대로 271,2025-12-31
SAMPLE-00338,종방향 균열,2025-12-12,37.376657,126.976834,LINK036,N042,N027,경기도 안양시 안양로 15,2025-12-31
SAMPLE-00339,포트홀,2025-02-02,37.394659,126.957462,LINK019,N062,N016,경기도 안양시 학의로 41,2025-12-31
SAMPLE-00340,포트홀,2025-06-06,37.384643,126.976136,LINK025,N077,N007,경기도 안양시 학의로 273,2025-12-31
SAMPLE-00341,거북등 균열,2025-07-14,37.421609,126.915244,LINK006,N014,N060,경기도 안양시 경수대로 44,2025-12-31
SAMPLE-00342,포트홀,2025-10-25,37.394968,126.956141,LINK036,N057,N079,경기도 안양시 학의로 31,2025-12-31
SAMPLE-00343,포트홀,2025-01-18,37.370333,126.963014,LINK023,N029,N072,경기도 안양시 경수대로 22,2025-12-31
SAMPLE-00344,거북등 균열,2025-04-17,37.413495,126.91315,LINK040,N034,N027,경기도 안양시 관악대로 133,2025-12-31
SAMPLE-00345,종방향 균열,2025-08-21,37.394826,126.956918,LINK028,N003,N072,경기도 안양시 경수대로 73,2025-12-31
SAMPLE-00346,횡방향 균열,2025-03-26,37.363621,126.895396,LINK004,N051,N042,경기도 안양시 시민대로 196,2025-12-31
SAMPLE-00347,횡방향 균열,2025-08-16,37.373363,126.96166,LINK032,N063,N022,경기도 안양시 만안로 204,2025-12-31
SAMPLE-00348,도로파임,2025-11-26,37.38425,126.93361,LINK031,N067,N021,경기도 안양시 경수대로 68,2025-12-31
SAMPLE-00349,포트홀,2025-05-08,37.401592,126.925788,LINK030,N016,N008,경기도 안양시 안양로 95,2025-12-31
SAMPLE-00350,종방향 균열,2025-09-19,37.414901,126.949029,LINK003,N052,N018,경기도 안양시 안양로 255,2025-12-31
SAMPLE-00351,포트홀,2025-10-09,37.382991,126.935144,LINK022,N054,N055,경기도 안양시 경수대로 274,2025-12-31
SAMPLE-00352,횡방향 균열,2025-09-06,37.403859,126.89309,LINK029,N055,N025,경기도 안양시 관악대로 37,2025-12-31
SAMPLE-00353,거북등 균열,2025-08-16,37.42039,126.950667,LINK028,N058,N037,경기도 안양시 관악대로 33,2025-12-31
SAMPLE-00354,도로파임,2025-06-19,37.382967,126.934995,LINK009,N065,N050,경기도 안양시 관악대로 4,2025-12-31
SAMPLE-00355,포트홀,2025-09-03,37.373841,126.93319,LINK023,N067,N076,경기도 안양시 시민대로 10,2025-12-31
SAMPLE-00356,거북등 균열,2025-04-07,37.392176,126.918629,LINK035,N078,N002,경기도 안양시 경수대로 255,2025-12-31
SAMPLE-00357,횡방향 균열,2025-12-14,37.393821,126.956396,LINK003,N023,N054,경기도 안양시 흥안대로 207,2025-12-31
SAMPLE-00358,포트홀,2025-02-28,37.410403,126.970524,LINK009,N075,N037,경기도 안양시 안양로 44,2025-12-31
SAMPLE-00359,종방향 균열,2025-12-25,37.415519,126.926368,LINK027,N047,N015,경기도 안양시 안양로 32,2025-12-31
SAMPLE-00360,종방향 균열,2025-11-10,37.393494,126.958157,LINK006,N070,N009,경기도 안양시 경수대로 273,2025-12-31
SAMPLE-00361,포트홀,2025-10-02,37.382161,126.917164,LINK034,N079,N003,경기도 안양시 관악대로 11,2025-12-31
SAMPLE-00362,포트홀,2025-11-11,37.432889,126.938161,LINK025,N009,N075,경기도 안양시 시민대로 109,2025-12-31
SAMPLE-00363,도로파임,2025-02-03,37.403296,126.921957,LINK002,N071,N062,경기도 안양시 흥안대로 136,2025-12-31
SAMPLE-00364,횡방향 균열,2025-10-03,37.409621,126.94183,LINK020,N056,N062,경기도 안양시 시민대로 113,2025-12-31
SAMPLE-00365,포트홀,2025-06-08,37.432744,126.972212,LINK021,N014,N008,경기도 안양시 경수대로 153,2025-12-31
SAMPLE-00366,도로파임,2025-03-04,37.383778,126.933676,LINK030,N023,N073,경기도 안양시 시민대로 160,2025-12-31
SAMPLE-00367,횡방향 균열,2025-05-19,37.42732,126.948018,LINK038,N064,N056,경기도 안양시 안양로 185,2025-12-31
SAMPLE-00368,종방향 균열,2025-11-05,37.412698,126.968383,LINK005,N059,N013,경기도 안양시 관악대로 118,2025-12-31
SAMPLE-00369,포트홀,2025-04-14,37.401887,126.922148,LINK006,N013,N028,경기도 안양시 안양로 267,2025-12-31
SAMPLE-00370,도로파임,2025-06-12,37.391362,126.893436,LINK002,N022,N009,경기도 안양시 관악대로 138,2025-12-31
SAMPLE-00371,도로파임,2025-12-27,37.385149,126.89706,LINK016,N015,N054,경기도 안양시 학의로 129,2025-12-31
SAMPLE-00372,거북등 균열,2025-09-13,37.382593,126.935448,LINK034,N067,N077,경기도 안양시 만안로 281,2025-12-31
SAMPLE-00373,횡방향 균열,2025-05-25,37.391852,126.92831,LINK023,N071,N065,경기도 안양시 경수대로 174,2025-12-31
SAMPLE-00374,거북등 균열,2025-08-06,37.376785,126.945152,LINK021,N073,N058,경기도 안양시 시민대로 201,2025-12-31
SAMPLE-00375,종방향 균열,2025-12-10,37.403443,126.923286,LINK027,N027,N014,경기도 안양시 만안로 106,2025-12-31
SAMPLE-00376,종방향 균열,2025-11-18,37.424798,126.972428,LINK013,N066,N031,경기도 안양시 경수대로 78,2025-12-31
SAMPLE-00377,도로파임,2025-10-04,37.436383,126.923277,LINK024,N073,N007,경기도 안양시 학의로 145,2025-12-31
SAMPLE-00378,횡방향 균열,2025-04-06,37.395308,126.957279,LINK008,N055,N011,경기도 안양시 안양로 158,2025-12-31
SAMPLE-00379,거북등 균열,2025-03-03,37.421797,126.955554,LINK029,N032,N076,경기도 안양시 만안로 207,2025-12-31
SAMPLE-00380,포트홀,2025-09-19,37.366484,126.9218,LINK007,N013,N038,경기도 안양시 만안로 121,2025-12-31
SAMPLE-00381,도로파임,2025-02-02,37.395701,126.957696,LINK010,N065,N070,경기도 안양시 시민대로 83,2025-12-31
SAMPLE-00382,도로파임,2025-07-06,37.392315,126.9692,LINK037,N043,N021,경기도 안양시 안양로 84,2025-12-31
SAMPLE-00383,종방향 균열,2025-10-15,37.417167,126.972674,LINK028,N018,N069,경기도 안양시 관악대로 134,2025-12-31
SAMPLE-00384,도로파임,2025-04-14,37.402645,126.923435,LINK008,N027,N042,경기도 안양시 관악대로 254,2025-12-31
SAMPLE-00385,종방향 균열,2025-09-16,37.375065,126.977749,LINK028,N030,N076,경기도 안양시 경수대로 287,2025-12-31
SAMPLE-00386,도로파임,2025-02-05,37.361417,126.952214,LINK027,N051,N080,경기도 안양시 학의로 106,2025-12-31
SAMPLE-00387,횡방향 균열,2025-10-12,37.393314,126.955856,LINK014,N079,N068,경기도 안양시 시민대로 211,2025-12-31
SAMPLE-00388,종방향 균열,2025-02-12,37.397111,126.974557,LINK024,N034,N006,경기도 안양시 안양로 48,2025-12-31
SAMPLE-00389,종방향 균열,2025-02-03,37.369487,126.903931,LINK006,N052,N054,경기도 안양시 학의로 190,2025-12-31
SAMPLE-00390,거북등 균열,2025-08-10,37.401755,126.922232,LINK029,N011,N033,경기도 안양시 만안로 129,2025-12-31
SAMPLE-00391,횡방향 균열,2025-09-19,37.398578,126.946183,LINK029,N017,N005,경기도 안양시 경수대로 61,2025-12-31
SAMPLE-00392,포트홀,2025-12-24,37.385104,126.931757,LINK027,N073,N010,경기도 안양시 관악대로 83,2025-12-31
SAMPLE-00393,횡방향 균열,2025-01-24,37.39438,126.957101,LINK018,N032,N036,경기도 안양시 만안로 119,2025-12-31
SAMPLE-00394,도로파임,2025-09-21,37.388364,126.894906,LINK011,N002,N075,경기도 안양시 안양로 277,2025-12-31
SAMPLE-00395,종방향 균열,2025-03-13,37.426326,126.936568,LINK026,N002,N078,경기도 안양시 흥안대로 255,2025-12-31
SAMPLE-00396,종방향 균열,2025-01-22,37.394139,126.95595,LINK024,N063,N003,경기도 안양시 흥안대로 129,2025-12-31
SAMPLE-00397,횡방향 균열,2025-10-03,37.391519,126.948557,LINK038,N062,N042,경기도 안양시 만안로 52,2025-12-31
SAMPLE-00398,거북등 균열,2025-12-19,37.417701,126.934882,LINK032,N068,N018,경기도 안양시 안양로 132,2025-12-31
SAMPLE-00399,횡방향 균열,2025-01-13,37.383441,126.9342,LINK020,N067,N078,경기도 안양시 시민대로 6,2025-12-31
SAMPLE-00400,횡방향 균열,2025-07-24,37.41924,126.962614,LINK016,N060,N022,경기도 안양시 학의로 273,2025-12-31
SAMPLE-00401,종방향 균열,2025-01-17,37.418073,126.953255,LINK008,N049,N017,경기도 안양시 관악대로 277,2025-12-31
SAMPLE-00402,종방향 균열,2025-12-01,37.381546,126.935736,LINK024,N037,N023,경기도 안양시 경수대로 283,2025-12-31
SAMPLE-00403,도로파임,2025-10-06,37.381903,126.939314,LINK036,N066,N035,경기도 안양시 학의로 39,2025-12-31
SAMPLE-00404,도로파임,2025-09-22,37.401844,126.942278,LINK004,N047,N016,경기도 안양시 경수대로 265,2025-12-31
SAMPLE-00405,종방향 균열,2025-04-16,37.393015,126.957917,LINK036,N033,N067,경기도 안양시 시민대로 30,2025-12-31
SAMPLE-00406,횡방향 균열,2025-11-27,37.416417,126.912134,LINK011,N064,N012,경기도 안양시 학의로 83,2025-12-31
SAMPLE-00407,거북등 균열,2025-06-14,37.393039,126.947802,LINK019,N064,N031,경기도 안양시 안양로 134,2025-12-31
SAMPLE-00408,종방향 균열,2025-02-05,37.393749,126.95826,LINK001,N013,N053,경기도 안양시 흥안대로 143,2025-12-31
SAMPLE-00409,포트홀,2025-11-18,37.380231,126.891693,LINK015,N014,N026,경기도 안양시 만안로 231,2025-12-31
SAMPLE-00410,포트홀,2025-01-17,37.439855,126.931107,LINK002,N028,N041,경기도 안양시 시민대로 107,2025-12-31
SAMPLE-00411,횡방향 균열,2025-08-27,37.403048,126.92179,LINK006,N030,N040,경기도 안양시 흥안대로 272,2025-12-31
SAMPLE-00412,횡방향 균열,2025-08-26,37.414904,126.927399,LINK036,N077,N036,경기도 안양시 학의로 49,2025-12-31
SAMPLE-00413,종방향 균열,2025-05-15,37.378385,126.922297,LINK024,N032,N004,경기도 안양시 학의로 38,2025-12-31
SAMPLE-00414,거북등 균열,2025-07-01,37.403578,126.924127,LINK027,N050,N047,경기도 안양시 학의로 283,2025-12-31
SAMPLE-00415,포트홀,2025-06-28,37.41328,126.937298,LINK039,N023,N038,경기도 안양시 학의로 295,2025-12-31
SAMPLE-00416,도로파임,2025-09-24,37.372242,126.912096,LINK006,N023,N064,경기도 안양시 흥안대로 176,2025-12-31
SAMPLE-00417,거북등 균열,2025-05-16,37.402329,126.924169,LINK033,N040,N064,경기도 안양시 흥안대로 76,2025-12-31
SAMPLE-00418,포트홀,2025-01-16,37.414275,126.965864,LINK022,N048,N028,경기도 안양시 안양로 7,2025-12-31
SAMPLE-00419,포트홀,2025-11-01,37.408372,126.899799,LINK029,N034,N069,경기도 안양시 경수대로 156,2025-12-31
SAMPLE-00420,종방향 균열,2025-09-21,37.382229,126.934268,LINK025,N069,N019,경기도 안양시 학의로 242,2025-12-31
SAMPLE-00421,거북등 균열,2025-11-08,37.405626,126.941392,LINK015,N019,N031,경기도 안양시 안양로 236,2025-12-31
